usage_id,customer_id,usage_date,usage_month,usage_year,data_used_gb,call_minutes,network_type,usage_category,heavy_usage_flag
10367,203,2023-12-21,December,2023,0.93,167,5G,Normal Usage,Normal User
10368,247,2023-07-07,July,2023,0.31,262,4G,Normal Usage,Normal User
10369,290,2022-02-01,February,2022,10.65,132,4G,High Usage,Heavy User
10370,264,2023-06-11,June,2023,0.92,297,4G,Normal Usage,Normal User
10371,443,2023-07-28,July,2023,0.35,175,5G,Normal Usage,Normal User
10372,214,2023-10-29,October,2023,0.55,10,5G,Normal Usage,Normal User
10373,200,2022-10-11,October,2022,2.22,200,4G,Normal Usage,Normal User
10374,433,2023-12-22,December,2023,0.17,296,5G,Normal Usage,Normal User
10375,79,2024-04-11,April,2024,4.96,2,4G,Normal Usage,Normal User
10376,401,2023-05-09,May,2023,8.14,213,4G,High Usage,Heavy User
10377,444,2022-07-06,July,2022,0.71,295,4G,Normal Usage,Normal User
10378,343,2023-05-13,May,2023,1.5,31,4G,Normal Usage,Normal User
10379,344,2023-03-18,March,2023,0.06,47,4G,Normal Usage,Normal User
10380,173,2022-05-10,May,2022,2.56,251,5G,Normal Usage,Normal User
10381,467,2023-10-01,October,2023,1.34,198,4G,Normal Usage,Normal User
10382,69,2022-10-19,October,2022,0.79,88,5G,Normal Usage,Normal User
10383,416,2022-04-24,April,2022,0.58,108,4G,Normal Usage,Normal User
10384,428,2022-07-18,July,2022,2.65,290,4G,Normal Usage,Normal User
10385,449,2022-01-13,January,2022,1.35,107,5G,Normal Usage,Normal User
10386,87,2022-09-28,September,2022,0.5,39,5G,Normal Usage,Normal User
10387,101,2023-08-24,August,2023,2.92,51,5G,Normal Usage,Normal User
10388,8,2022-08-03,August,2022,2.08,111,4G,Normal Usage,Normal User
10389,333,2023-03-20,March,2023,4.89,294,5G,Normal Usage,Normal User
10390,200,2024-02-29,February,2024,0.31,67,5G,Normal Usage,Normal User
10391,87,2023-05-27,May,2023,3.85,188,4G,Normal Usage,Normal User
10392,43,2023-03-23,March,2023,2.8,208,4G,Normal Usage,Normal User
10393,385,2023-12-16,December,2023,0.31,64,4G,Normal Usage,Normal User
10394,109,2022-03-15,March,2022,2.97,61,4G,Normal Usage,Normal User
10395,435,2023-06-21,June,2023,1.46,257,4G,Normal Usage,Normal User
10396,408,2022-04-11,April,2022,7.25,133,5G,High Usage,Heavy User
10397,483,2022-06-25,June,2022,0.38,121,4G,Normal Usage,Normal User
10398,152,2023-03-03,March,2023,2.57,170,5G,Normal Usage,Normal User
10399,17,2022-04-27,April,2022,1.2,209,4G,Normal Usage,Normal User
10400,133,2022-06-15,June,2022,7.86,295,4G,High Usage,Heavy User
10401,148,2022-02-10,February,2022,1.0,88,4G,Normal Usage,Normal User
10402,277,2023-03-05,March,2023,8.19,166,4G,High Usage,Heavy User
10403,232,2022-12-10,December,2022,5.79,27,5G,Normal Usage,Normal User
10404,314,2023-02-28,February,2023,0.79,237,5G,Normal Usage,Normal User
10405,415,2023-01-01,January,2023,4.07,62,4G,Normal Usage,Normal User
10406,366,2022-04-30,April,2022,13.57,254,5G,High Usage,Heavy User
10407,228,2023-09-01,September,2023,0.73,40,4G,Normal Usage,Normal User
10408,139,2023-10-19,October,2023,1.44,28,4G,Normal Usage,Normal User
10409,436,2023-12-29,December,2023,1.84,278,4G,Normal Usage,Normal User
10410,399,2022-08-17,August,2022,0.87,79,4G,Normal Usage,Normal User
10411,211,2024-04-04,April,2024,0.04,50,4G,Normal Usage,Normal User
10412,391,2022-05-10,May,2022,0.62,111,4G,Normal Usage,Normal User
10413,499,2022-12-18,December,2022,0.83,89,4G,Normal Usage,Normal User
10414,28,2024-06-07,June,2024,1.47,228,5G,Normal Usage,Normal User
10415,51,2022-11-14,November,2022,0.47,149,4G,Normal Usage,Normal User
10416,491,2023-10-11,October,2023,5.16,242,4G,Normal Usage,Normal User
10417,442,2024-04-15,April,2024,3.05,137,4G,Normal Usage,Normal User
10418,261,2022-12-03,December,2022,0.22,134,5G,Normal Usage,Normal User
10419,261,2022-09-30,September,2022,2.63,88,5G,Normal Usage,Normal User
10420,350,2022-04-27,April,2022,2.65,14,5G,Normal Usage,Normal User
10421,352,2024-03-28,March,2024,7.82,173,4G,High Usage,Heavy User
10422,8,2023-01-03,January,2023,0.01,89,4G,Normal Usage,Normal User
10423,320,2022-04-04,April,2022,0.71,212,5G,Normal Usage,Normal User
10424,138,2022-06-17,June,2022,6.57,60,4G,High Usage,Heavy User
10425,38,2023-12-16,December,2023,6.73,219,4G,High Usage,Heavy User
10426,111,2022-12-07,December,2022,3.19,60,4G,Normal Usage,Normal User
10427,480,2023-10-23,October,2023,3.63,165,4G,Normal Usage,Normal User
10428,368,2023-11-26,November,2023,0.24,11,4G,Normal Usage,Normal User
10429,220,2022-06-01,June,2022,1.8,215,4G,Normal Usage,Normal User
10430,337,2023-08-09,August,2023,0.66,76,4G,Normal Usage,Normal User
10431,223,2024-05-26,May,2024,0.5,231,4G,Normal Usage,Normal User
10432,136,2022-10-01,October,2022,4.16,111,5G,Normal Usage,Normal User
10433,256,2023-07-08,July,2023,0.36,65,4G,Normal Usage,Normal User
10434,360,2023-05-11,May,2023,1.58,181,4G,Normal Usage,Normal User
10435,409,2023-12-25,December,2023,6.97,203,4G,High Usage,Heavy User
10436,329,2022-04-11,April,2022,0.51,205,4G,Normal Usage,Normal User
10437,450,2023-07-11,July,2023,9.54,285,4G,High Usage,Heavy User
10438,463,2022-03-23,March,2022,12.91,104,4G,High Usage,Heavy User
10439,434,2023-06-13,June,2023,2.03,241,4G,Normal Usage,Normal User
10440,451,2022-03-14,March,2022,0.47,234,4G,Normal Usage,Normal User
10441,49,2022-01-14,January,2022,0.95,175,5G,Normal Usage,Normal User
10442,292,2023-03-09,March,2023,1.38,210,4G,Normal Usage,Normal User
10443,382,2022-06-06,June,2022,0.93,30,4G,Normal Usage,Normal User
10444,324,2024-01-05,January,2024,0.82,234,4G,Normal Usage,Normal User
10445,78,2022-05-12,May,2022,8.96,241,5G,High Usage,Heavy User
10446,105,2022-12-04,December,2022,0.42,152,4G,Normal Usage,Normal User
10447,169,2023-02-08,February,2023,3.3,195,5G,Normal Usage,Normal User
10448,217,2023-01-11,January,2023,0.0,268,4G,Normal Usage,Normal User
10449,378,2024-06-06,June,2024,2.27,169,4G,Normal Usage,Normal User
10450,119,2023-07-13,July,2023,6.19,231,4G,High Usage,Heavy User
10451,190,2022-04-17,April,2022,0.85,183,4G,Normal Usage,Normal User
10452,255,2023-09-12,September,2023,0.51,274,4G,Normal Usage,Normal User
10453,370,2022-09-22,September,2022,2.64,31,4G,Normal Usage,Normal User
10454,266,2022-07-24,July,2022,3.12,176,4G,Normal Usage,Normal User
10455,149,2022-03-20,March,2022,2.91,64,4G,Normal Usage,Normal User
10456,164,2022-06-04,June,2022,0.96,197,4G,Normal Usage,Normal User
10457,140,2024-02-22,February,2024,0.73,26,5G,Normal Usage,Normal User
10458,347,2022-09-04,September,2022,7.8,150,5G,High Usage,Heavy User
10459,488,2023-06-15,June,2023,6.42,267,4G,High Usage,Heavy User
10460,258,2024-05-07,May,2024,1.53,84,5G,Normal Usage,Normal User
10461,374,2023-06-22,June,2023,4.68,65,4G,Normal Usage,Normal User
10462,269,2023-12-30,December,2023,1.51,132,4G,Normal Usage,Normal User
10463,181,2022-06-03,June,2022,1.38,81,4G,Normal Usage,Normal User
10464,160,2022-06-03,June,2022,0.43,97,4G,Normal Usage,Normal User
10465,351,2023-11-17,November,2023,1.39,72,4G,Normal Usage,Normal User
10466,400,2022-04-02,April,2022,1.93,29,4G,Normal Usage,Normal User
10467,288,2023-03-09,March,2023,0.06,124,4G,Normal Usage,Normal User
10468,288,2022-12-04,December,2022,1.47,209,4G,Normal Usage,Normal User
10469,380,2023-04-25,April,2023,3.8,271,5G,Normal Usage,Normal User
10470,226,2023-11-24,November,2023,2.85,212,5G,Normal Usage,Normal User
10471,11,2022-05-11,May,2022,2.52,132,4G,Normal Usage,Normal User
10472,10,2023-03-26,March,2023,6.01,156,4G,High Usage,Heavy User
10473,271,2024-03-20,March,2024,0.05,46,4G,Normal Usage,Normal User
10474,273,2024-02-26,February,2024,2.04,21,4G,Normal Usage,Normal User
10475,424,2022-09-30,September,2022,3.87,82,4G,Normal Usage,Normal User
10476,402,2023-08-11,August,2023,1.95,233,4G,Normal Usage,Normal User
10477,183,2022-06-26,June,2022,0.98,59,4G,Normal Usage,Normal User
10478,457,2023-11-27,November,2023,0.37,187,4G,Normal Usage,Normal User
10479,153,2024-04-10,April,2024,5.46,57,5G,Normal Usage,Normal User
10480,488,2023-10-05,October,2023,1.59,258,5G,Normal Usage,Normal User
10481,315,2024-05-24,May,2024,5.26,161,4G,Normal Usage,Normal User
10482,334,2022-02-18,February,2022,2.2,1,4G,Normal Usage,Normal User
10483,124,2023-07-21,July,2023,2.8,270,5G,Normal Usage,Normal User
10484,473,2023-10-28,October,2023,4.08,142,4G,Normal Usage,Normal User
10485,114,2022-12-21,December,2022,2.69,187,4G,Normal Usage,Normal User
10486,278,2023-12-13,December,2023,1.27,223,4G,Normal Usage,Normal User
10487,500,2022-11-04,November,2022,1.8,179,4G,Normal Usage,Normal User
10488,414,2024-05-17,May,2024,4.06,22,5G,Normal Usage,Normal User
10489,468,2024-06-03,June,2024,1.17,36,4G,Normal Usage,Normal User
10490,213,2023-09-22,September,2023,1.23,106,4G,Normal Usage,Normal User
10491,172,2024-02-14,February,2024,0.25,296,4G,Normal Usage,Normal User
10492,288,2022-02-15,February,2022,6.15,228,4G,High Usage,Heavy User
10493,435,2022-10-29,October,2022,0.24,96,4G,Normal Usage,Normal User
10494,174,2024-05-17,May,2024,2.61,280,5G,Normal Usage,Normal User
10495,113,2023-02-12,February,2023,1.33,109,4G,Normal Usage,Normal User
10496,376,2022-07-08,July,2022,1.3,36,4G,Normal Usage,Normal User
10497,405,2024-04-01,April,2024,2.85,39,4G,Normal Usage,Normal User
10498,483,2024-04-09,April,2024,0.17,84,4G,Normal Usage,Normal User
10499,122,2022-05-09,May,2022,2.25,187,4G,Normal Usage,Normal User
10500,32,2023-07-15,July,2023,3.7,239,4G,Normal Usage,Normal User
10501,222,2023-06-21,June,2023,4.4,18,4G,Normal Usage,Normal User
10502,119,2022-09-23,September,2022,0.47,260,4G,Normal Usage,Normal User
10503,39,2022-04-28,April,2022,5.69,157,4G,Normal Usage,Normal User
10504,497,2023-04-09,April,2023,2.67,111,5G,Normal Usage,Normal User
10505,268,2022-05-24,May,2022,5.34,143,4G,Normal Usage,Normal User
10506,233,2023-03-18,March,2023,1.66,255,4G,Normal Usage,Normal User
10507,431,2022-07-19,July,2022,1.95,17,4G,Normal Usage,Normal User
10508,18,2022-06-06,June,2022,6.28,183,4G,High Usage,Heavy User
10509,149,2023-05-02,May,2023,5.75,286,4G,Normal Usage,Normal User
10510,397,2024-05-09,May,2024,1.49,130,4G,Normal Usage,Normal User
10511,149,2022-05-14,May,2022,0.8,280,4G,Normal Usage,Normal User
10512,126,2022-05-28,May,2022,1.25,244,4G,Normal Usage,Normal User
10513,392,2022-12-02,December,2022,1.23,7,4G,Normal Usage,Normal User
10514,302,2022-03-12,March,2022,0.85,192,4G,Normal Usage,Normal User
10515,360,2022-08-21,August,2022,0.78,6,4G,Normal Usage,Normal User
10516,238,2022-11-30,November,2022,4.93,135,4G,Normal Usage,Normal User
10517,135,2024-03-21,March,2024,0.18,18,5G,Normal Usage,Normal User
10518,151,2023-10-28,October,2023,2.83,138,5G,Normal Usage,Normal User
10519,236,2022-03-31,March,2022,0.47,176,4G,Normal Usage,Normal User
10520,224,2022-11-30,November,2022,1.06,10,4G,Normal Usage,Normal User
10521,203,2022-07-18,July,2022,0.16,40,4G,Normal Usage,Normal User
10522,256,2022-06-10,June,2022,0.79,113,4G,Normal Usage,Normal User
10523,86,2023-06-22,June,2023,3.66,179,4G,Normal Usage,Normal User
10524,150,2022-05-01,May,2022,5.41,193,4G,Normal Usage,Normal User
10525,235,2022-10-28,October,2022,0.63,195,5G,Normal Usage,Normal User
10526,345,2023-12-25,December,2023,1.56,224,4G,Normal Usage,Normal User
10527,22,2023-07-29,July,2023,1.59,260,4G,Normal Usage,Normal User
10528,348,2023-03-12,March,2023,5.17,115,5G,Normal Usage,Normal User
10529,285,2022-03-09,March,2022,3.6,149,4G,Normal Usage,Normal User
10530,269,2024-02-04,February,2024,1.8,117,4G,Normal Usage,Normal User
10531,466,2023-04-04,April,2023,2.78,164,4G,Normal Usage,Normal User
10532,258,2023-05-29,May,2023,4.7,251,4G,Normal Usage,Normal User
10533,29,2023-02-02,February,2023,0.02,266,4G,Normal Usage,Normal User
10534,213,2023-09-12,September,2023,1.29,43,4G,Normal Usage,Normal User
10535,463,2022-10-13,October,2022,5.94,180,4G,Normal Usage,Normal User
10536,436,2023-07-15,July,2023,3.37,76,4G,Normal Usage,Normal User
10537,283,2022-05-20,May,2022,1.96,115,4G,Normal Usage,Normal User
10538,50,2023-12-31,December,2023,1.89,66,5G,Normal Usage,Normal User
10539,95,2023-07-10,July,2023,1.07,12,4G,Normal Usage,Normal User
10540,463,2024-02-20,February,2024,1.84,91,4G,Normal Usage,Normal User
10541,499,2023-08-13,August,2023,2.66,245,4G,Normal Usage,Normal User
10542,407,2023-12-29,December,2023,1.35,266,4G,Normal Usage,Normal User
10543,88,2024-06-12,June,2024,3.13,138,4G,Normal Usage,Normal User
10544,44,2023-09-02,September,2023,4.94,243,5G,Normal Usage,Normal User
10545,461,2024-01-18,January,2024,0.42,272,4G,Normal Usage,Normal User
10546,278,2022-10-09,October,2022,1.5,190,5G,Normal Usage,Normal User
10547,171,2023-10-23,October,2023,1.31,96,5G,Normal Usage,Normal User
10548,421,2024-03-26,March,2024,2.91,204,5G,Normal Usage,Normal User
10549,189,2023-08-01,August,2023,0.72,136,4G,Normal Usage,Normal User
10550,353,2024-01-16,January,2024,2.56,76,5G,Normal Usage,Normal User
10551,184,2023-04-02,April,2023,5.25,36,4G,Normal Usage,Normal User
10552,3,2022-03-28,March,2022,1.35,285,4G,Normal Usage,Normal User
10553,191,2022-03-20,March,2022,6.05,134,4G,High Usage,Heavy User
10554,118,2022-07-24,July,2022,12.46,141,5G,High Usage,Heavy User
10555,19,2024-03-01,March,2024,0.28,253,4G,Normal Usage,Normal User
10556,23,2022-12-03,December,2022,0.66,47,4G,Normal Usage,Normal User
10557,413,2022-09-11,September,2022,7.51,254,4G,High Usage,Heavy User
10558,30,2022-10-31,October,2022,7.94,133,4G,High Usage,Heavy User
10559,295,2023-01-15,January,2023,0.26,289,4G,Normal Usage,Normal User
10560,108,2022-05-10,May,2022,0.04,207,5G,Normal Usage,Normal User
10561,367,2023-08-19,August,2023,0.44,100,5G,Normal Usage,Normal User
10562,281,2022-10-03,October,2022,13.81,45,5G,High Usage,Heavy User
10563,128,2023-11-30,November,2023,0.5,69,4G,Normal Usage,Normal User
10564,229,2023-07-12,July,2023,1.75,135,4G,Normal Usage,Normal User
10565,111,2024-06-17,June,2024,4.72,279,4G,Normal Usage,Normal User
10566,136,2022-07-02,July,2022,0.05,66,4G,Normal Usage,Normal User
10567,362,2022-09-25,September,2022,2.32,3,4G,Normal Usage,Normal User
10568,186,2024-03-18,March,2024,0.81,223,5G,Normal Usage,Normal User
10569,144,2022-11-18,November,2022,4.96,0,4G,Normal Usage,Normal User
10570,72,2023-05-27,May,2023,0.83,289,5G,Normal Usage,Normal User
10571,129,2023-09-04,September,2023,2.9,108,5G,Normal Usage,Normal User
10572,364,2022-03-19,March,2022,2.8,264,4G,Normal Usage,Normal User
10573,261,2024-02-23,February,2024,0.63,62,5G,Normal Usage,Normal User
10574,3,2022-12-05,December,2022,0.09,265,5G,Normal Usage,Normal User
10575,449,2023-11-05,November,2023,1.32,137,4G,Normal Usage,Normal User
10576,388,2023-07-10,July,2023,0.85,43,4G,Normal Usage,Normal User
10577,104,2023-05-24,May,2023,4.14,261,4G,Normal Usage,Normal User
10578,483,2022-08-26,August,2022,4.03,215,4G,Normal Usage,Normal User
10579,224,2022-05-14,May,2022,1.53,120,4G,Normal Usage,Normal User
10580,320,2022-07-11,July,2022,2.33,151,4G,Normal Usage,Normal User
10581,362,2022-12-22,December,2022,2.32,212,4G,Normal Usage,Normal User
10582,354,2022-10-05,October,2022,4.39,233,4G,Normal Usage,Normal User
10583,491,2022-01-18,January,2022,1.38,110,4G,Normal Usage,Normal User
10584,473,2023-06-08,June,2023,0.81,221,4G,Normal Usage,Normal User
10585,10,2022-06-29,June,2022,0.77,225,4G,Normal Usage,Normal User
10586,405,2022-05-03,May,2022,1.92,209,4G,Normal Usage,Normal User
10587,384,2022-09-03,September,2022,1.49,70,4G,Normal Usage,Normal User
10588,302,2024-01-04,January,2024,1.45,88,5G,Normal Usage,Normal User
10589,231,2023-01-08,January,2023,0.24,261,4G,Normal Usage,Normal User
10590,219,2022-02-20,February,2022,3.17,187,4G,Normal Usage,Normal User
10591,411,2022-03-12,March,2022,0.6,111,4G,Normal Usage,Normal User
10592,66,2023-04-25,April,2023,0.55,238,4G,Normal Usage,Normal User
10593,425,2023-07-14,July,2023,1.33,255,4G,Normal Usage,Normal User
10594,112,2022-01-19,January,2022,0.65,149,4G,Normal Usage,Normal User
10595,13,2024-02-13,February,2024,2.19,126,5G,Normal Usage,Normal User
10596,393,2022-03-25,March,2022,1.16,273,5G,Normal Usage,Normal User
10597,500,2022-06-04,June,2022,1.49,138,4G,Normal Usage,Normal User
10598,420,2023-07-19,July,2023,1.93,102,5G,Normal Usage,Normal User
10599,86,2023-09-11,September,2023,0.57,241,4G,Normal Usage,Normal User
10600,234,2022-12-23,December,2022,0.42,116,5G,Normal Usage,Normal User
10601,90,2024-03-26,March,2024,5.31,213,4G,Normal Usage,Normal User
10602,314,2023-10-09,October,2023,1.42,16,4G,Normal Usage,Normal User
10603,54,2023-03-19,March,2023,1.33,178,4G,Normal Usage,Normal User
10604,12,2022-03-10,March,2022,0.09,223,4G,Normal Usage,Normal User
10605,209,2023-06-07,June,2023,1.72,269,5G,Normal Usage,Normal User
10606,462,2022-05-23,May,2022,2.02,133,4G,Normal Usage,Normal User
10607,14,2022-07-11,July,2022,2.05,113,4G,Normal Usage,Normal User
10608,121,2023-01-22,January,2023,3.07,131,4G,Normal Usage,Normal User
10609,418,2023-01-13,January,2023,0.49,138,4G,Normal Usage,Normal User
10610,437,2023-08-04,August,2023,0.73,231,4G,Normal Usage,Normal User
10611,377,2023-06-19,June,2023,4.16,91,5G,Normal Usage,Normal User
10612,20,2023-11-24,November,2023,7.35,266,5G,High Usage,Heavy User
10613,75,2022-10-20,October,2022,0.37,98,4G,Normal Usage,Normal User
10614,400,2022-01-09,January,2022,1.72,206,4G,Normal Usage,Normal User
10615,243,2022-09-28,September,2022,0.6,7,4G,Normal Usage,Normal User
10616,223,2023-01-22,January,2023,0.15,92,5G,Normal Usage,Normal User
10617,70,2022-04-03,April,2022,0.98,157,5G,Normal Usage,Normal User
10618,312,2023-06-13,June,2023,0.39,98,4G,Normal Usage,Normal User
10619,211,2022-06-03,June,2022,3.09,224,5G,Normal Usage,Normal User
10620,101,2023-02-09,February,2023,1.91,207,4G,Normal Usage,Normal User
10621,186,2024-04-19,April,2024,0.39,72,4G,Normal Usage,Normal User
10622,132,2022-05-29,May,2022,0.02,58,5G,Normal Usage,Normal User
10623,111,2024-06-07,June,2024,4.13,286,4G,Normal Usage,Normal User
10624,381,2022-09-24,September,2022,0.48,63,4G,Normal Usage,Normal User
10625,132,2023-02-26,February,2023,2.33,255,4G,Normal Usage,Normal User
10626,20,2024-04-19,April,2024,1.03,47,4G,Normal Usage,Normal User
10627,394,2023-09-10,September,2023,2.2,278,4G,Normal Usage,Normal User
10628,24,2023-04-17,April,2023,0.95,197,5G,Normal Usage,Normal User
10629,227,2024-06-11,June,2024,0.23,157,4G,Normal Usage,Normal User
10630,154,2023-07-01,July,2023,0.63,6,5G,Normal Usage,Normal User
10631,293,2023-09-23,September,2023,0.52,247,4G,Normal Usage,Normal User
10632,230,2023-06-10,June,2023,1.4,231,4G,Normal Usage,Normal User
10633,469,2023-05-18,May,2023,2.68,105,5G,Normal Usage,Normal User
10634,310,2022-01-14,January,2022,0.77,97,4G,Normal Usage,Normal User
10635,488,2024-02-17,February,2024,0.03,267,4G,Normal Usage,Normal User
10636,359,2023-10-14,October,2023,1.83,59,4G,Normal Usage,Normal User
10637,405,2024-03-16,March,2024,2.33,139,4G,Normal Usage,Normal User
10638,202,2022-12-30,December,2022,8.23,189,4G,High Usage,Heavy User
10639,38,2022-04-29,April,2022,2.23,124,5G,Normal Usage,Normal User
10640,430,2022-08-26,August,2022,1.59,162,5G,Normal Usage,Normal User
10641,260,2023-06-30,June,2023,2.13,59,4G,Normal Usage,Normal User
10642,188,2022-06-18,June,2022,6.57,30,5G,High Usage,Heavy User
