bill_id,customer_id,bill_date,bill_month,bill_year,bill_amount,payment_status
30588,361,2023-07-27,July,2023,1984,Paid
30589,57,2022-02-25,February,2022,773,Paid
30590,115,2023-10-07,October,2023,595,Paid
30591,186,2023-01-17,January,2023,619,Paid
30592,478,2023-04-16,April,2023,1778,Paid
30593,376,2022-07-27,July,2022,859,Paid
30594,1,2023-09-30,September,2023,600,Paid
30595,338,2023-09-27,September,2023,1710,Paid
30596,456,2024-01-13,January,2024,244,Paid
30597,29,2022-02-04,February,2022,885,Paid
30598,232,2022-09-23,September,2022,352,Paid
30599,150,2023-08-26,August,2023,459,Paid
30600,480,2022-01-21,January,2022,843,Delayed
30601,424,2022-05-20,May,2022,485,Paid
30602,190,2022-09-22,September,2022,1890,Delayed
30603,270,2023-02-04,February,2023,1043,Paid
30604,248,2023-04-02,April,2023,1975,Paid
30605,386,2022-04-30,April,2022,1553,Paid
30606,419,2024-01-03,January,2024,837,Paid
30607,327,2023-01-18,January,2023,903,Delayed
30608,195,2023-06-19,June,2023,1694,Failed
30609,381,2022-02-08,February,2022,1491,Paid
30610,255,2024-01-17,January,2024,1856,Paid
30611,79,2024-01-23,January,2024,1880,Paid
30612,363,2023-10-02,October,2023,1886,Paid
30613,98,2022-01-22,January,2022,355,Failed
30614,150,2023-07-21,July,2023,1890,Failed
30615,274,2024-04-21,April,2024,812,Paid
30616,302,2022-02-16,February,2022,627,Paid
30617,338,2024-01-16,January,2024,1180,Paid
30618,447,2023-06-23,June,2023,1050,Paid
30619,123,2023-01-19,January,2023,1474,Delayed
30620,98,2023-04-27,April,2023,465,Delayed
30621,164,2022-02-17,February,2022,257,Paid
30622,46,2023-11-10,November,2023,815,Paid
30623,359,2024-02-22,February,2024,1781,Failed
30624,239,2022-03-22,March,2022,1822,Paid
30625,230,2023-09-22,September,2023,369,Paid
30626,293,2022-02-14,February,2022,1886,Paid
30627,244,2022-10-02,October,2022,1910,Paid
30628,18,2023-11-24,November,2023,1541,Paid
30629,171,2022-11-07,November,2022,855,Paid
30630,360,2022-08-20,August,2022,1035,Paid
30631,157,2022-03-27,March,2022,1222,Paid
30632,204,2022-04-15,April,2022,1020,Paid
30633,146,2024-01-25,January,2024,932,Paid
30634,479,2022-06-26,June,2022,596,Paid
30635,143,2024-01-16,January,2024,1237,Paid
30636,187,2023-08-13,August,2023,1167,Paid
30637,488,2023-09-30,September,2023,660,Delayed
30638,122,2022-07-08,July,2022,336,Paid
30639,350,2022-03-01,March,2022,960,Paid
30640,100,2022-08-08,August,2022,348,Paid
30641,284,2023-08-11,August,2023,1061,Paid
30642,437,2023-08-26,August,2023,979,Paid
30643,15,2022-04-26,April,2022,791,Delayed
30644,384,2024-03-02,March,2024,1799,Paid
30645,43,2023-04-15,April,2023,1876,Delayed
30646,289,2022-06-16,June,2022,498,Failed
30647,386,2023-09-30,September,2023,1645,Paid
30648,187,2023-03-21,March,2023,1641,Paid
30649,8,2022-08-21,August,2022,957,Paid
30650,112,2022-04-24,April,2022,1083,Paid
30651,33,2023-05-23,May,2023,1415,Paid
30652,419,2023-09-04,September,2023,1505,Delayed
30653,402,2022-05-31,May,2022,1476,Failed
30654,90,2023-08-07,August,2023,702,Paid
30655,496,2023-01-05,January,2023,1907,Paid
30656,149,2022-12-15,December,2022,1535,Paid
30657,448,2022-06-16,June,2022,1500,Paid
30658,412,2022-03-13,March,2022,1000,Paid
30659,212,2024-05-09,May,2024,1016,Paid
30660,116,2022-12-19,December,2022,508,Paid
30661,173,2022-01-11,January,2022,1408,Paid
30662,20,2024-03-20,March,2024,1446,Paid
30663,379,2024-01-11,January,2024,772,Paid
30664,132,2023-09-30,September,2023,1644,Paid
30665,292,2022-06-02,June,2022,794,Delayed
30666,354,2022-06-11,June,2022,225,Delayed
30667,237,2024-02-29,February,2024,579,Paid
30668,77,2023-01-21,January,2023,1542,Paid
30669,223,2023-11-22,November,2023,329,Paid
30670,436,2022-05-24,May,2022,837,Paid
30671,126,2022-05-19,May,2022,1218,Paid
30672,39,2022-07-25,July,2022,1745,Paid
30673,327,2022-04-06,April,2022,1502,Failed
30674,209,2023-12-27,December,2023,483,Paid
30675,106,2023-08-04,August,2023,1419,Paid
30676,140,2022-12-22,December,2022,935,Paid
30677,249,2023-04-16,April,2023,1998,Paid
30678,55,2022-11-14,November,2022,1497,Paid
30679,118,2023-05-27,May,2023,1290,Paid
30680,350,2022-01-19,January,2022,431,Paid
30681,176,2023-02-17,February,2023,809,Delayed
30682,354,2023-02-11,February,2023,420,Paid
30683,470,2024-04-07,April,2024,651,Paid
30684,213,2023-02-06,February,2023,1858,Delayed
30685,265,2024-05-12,May,2024,502,Paid
30686,140,2022-04-11,April,2022,1134,Paid
30687,465,2023-08-16,August,2023,1836,Paid
30688,464,2023-11-26,November,2023,1622,Paid
30689,325,2022-01-18,January,2022,1542,Paid
30690,339,2022-06-04,June,2022,462,Delayed
30691,441,2024-05-02,May,2024,563,Paid
30692,284,2022-05-09,May,2022,1611,Delayed
30693,273,2022-11-11,November,2022,940,Paid
30694,22,2023-01-01,January,2023,1857,Paid
30695,419,2023-04-07,April,2023,1449,Paid
30696,369,2022-06-10,June,2022,654,Paid
30697,187,2023-09-23,September,2023,1962,Paid
30698,207,2023-01-11,January,2023,1887,Delayed
30699,147,2022-11-28,November,2022,1527,Paid
30700,495,2023-11-16,November,2023,703,Paid
30701,434,2023-10-27,October,2023,526,Delayed
30702,154,2022-01-20,January,2022,1883,Paid
30703,108,2023-06-30,June,2023,1017,Paid
30704,316,2024-04-05,April,2024,1743,Paid
30705,300,2023-07-26,July,2023,1542,Delayed
30706,440,2023-04-07,April,2023,934,Paid
30707,483,2022-06-07,June,2022,690,Delayed
30708,299,2022-12-30,December,2022,659,Paid
30709,151,2023-12-19,December,2023,1757,Paid
30710,458,2023-08-28,August,2023,1666,Paid
30711,406,2023-12-31,December,2023,1665,Paid
30712,175,2022-11-19,November,2022,1926,Paid
30713,55,2022-03-30,March,2022,1449,Paid
30714,267,2022-06-22,June,2022,764,Delayed
30715,311,2022-02-09,February,2022,1826,Paid
30716,154,2022-07-22,July,2022,1749,Delayed
30717,385,2024-01-03,January,2024,1018,Paid
30718,500,2023-07-13,July,2023,1913,Paid
30719,484,2022-08-31,August,2022,714,Paid
30720,190,2023-05-21,May,2023,616,Paid
30721,149,2022-03-29,March,2022,1323,Paid
30722,8,2023-10-31,October,2023,606,Delayed
30723,148,2023-11-05,November,2023,1627,Paid
30724,173,2023-06-16,June,2023,1352,Paid
30725,81,2023-10-22,October,2023,1741,Delayed
30726,79,2023-12-14,December,2023,1918,Paid
30727,469,2024-04-03,April,2024,1042,Paid
30728,321,2022-05-31,May,2022,233,Paid
30729,60,2022-04-10,April,2022,1966,Paid
30730,451,2022-09-04,September,2022,352,Paid
30731,95,2023-09-17,September,2023,1624,Paid
30732,312,2024-01-01,January,2024,1286,Delayed
30733,128,2024-05-05,May,2024,1981,Paid
30734,122,2024-05-21,May,2024,1088,Paid
30735,287,2023-06-21,June,2023,766,Paid
30736,341,2023-05-11,May,2023,427,Paid
30737,87,2022-10-16,October,2022,1174,Delayed
30738,382,2023-02-19,February,2023,1199,Paid
30739,81,2023-09-07,September,2023,1475,Paid
30740,22,2022-03-20,March,2022,1710,Paid
30741,252,2023-01-20,January,2023,1003,Paid
30742,190,2023-03-14,March,2023,762,Failed
30743,312,2023-06-12,June,2023,1113,Paid
30744,86,2022-12-07,December,2022,213,Paid
30745,484,2022-02-28,February,2022,1093,Paid
30746,379,2023-12-07,December,2023,1052,Paid
30747,456,2023-09-29,September,2023,538,Delayed
30748,367,2024-06-17,June,2024,561,Paid
30749,8,2023-06-28,June,2023,378,Paid
30750,318,2023-11-21,November,2023,787,Delayed
30751,334,2024-05-28,May,2024,413,Paid
30752,230,2022-08-07,August,2022,1957,Paid
30753,152,2022-04-10,April,2022,1376,Failed
30754,278,2022-04-13,April,2022,1267,Paid
30755,15,2024-06-02,June,2024,550,Paid
30756,468,2023-09-22,September,2023,219,Paid
30757,475,2024-01-25,January,2024,1815,Delayed
30758,412,2022-04-29,April,2022,1187,Paid
30759,406,2022-01-07,January,2022,763,Delayed
30760,287,2023-01-23,January,2023,867,Paid
30761,457,2023-04-23,April,2023,1142,Paid
30762,248,2023-06-06,June,2023,567,Paid
30763,255,2024-04-07,April,2024,857,Paid
30764,446,2022-10-08,October,2022,892,Paid
30765,343,2022-02-11,February,2022,1300,Paid
30766,325,2023-07-13,July,2023,1221,Delayed
30767,365,2022-04-06,April,2022,1341,Paid
30768,167,2023-05-19,May,2023,557,Paid
30769,81,2022-09-03,September,2022,1839,Failed
30770,296,2022-08-12,August,2022,1736,Paid
30771,69,2022-04-24,April,2022,1849,Paid
30772,183,2023-06-28,June,2023,701,Paid
30773,327,2022-11-26,November,2022,230,Paid
30774,64,2023-05-18,May,2023,556,Paid
30775,264,2022-06-02,June,2022,260,Delayed
30776,327,2022-08-05,August,2022,1319,Paid
30777,86,2023-05-04,May,2023,1600,Paid
30778,44,2024-01-28,January,2024,1869,Paid
30779,294,2022-09-29,September,2022,1718,Paid
30780,373,2023-02-04,February,2023,1832,Delayed
30781,149,2022-12-16,December,2022,650,Paid
30782,260,2023-02-26,February,2023,1437,Failed
30783,416,2022-09-18,September,2022,1306,Delayed
30784,311,2023-06-03,June,2023,604,Paid
30785,349,2023-12-18,December,2023,1204,Paid
30786,444,2022-09-21,September,2022,1891,Paid
30787,59,2024-03-11,March,2024,1329,Paid
30788,94,2022-11-14,November,2022,1711,Paid
30789,323,2023-12-15,December,2023,555,Delayed
30790,5,2022-04-26,April,2022,329,Paid
30791,83,2022-07-31,July,2022,1244,Paid
30792,328,2022-06-09,June,2022,794,Paid
30793,383,2023-04-22,April,2023,1823,Paid
30794,37,2023-10-03,October,2023,424,Paid
30795,479,2024-05-08,May,2024,1328,Paid
30796,27,2022-05-28,May,2022,1151,Paid
30797,13,2024-04-02,April,2024,592,Paid
30798,490,2023-03-23,March,2023,1069,Paid
30799,390,2022-03-19,March,2022,1323,Paid
30800,65,2022-09-19,September,2022,1370,Paid
30801,414,2022-02-21,February,2022,1452,Delayed
30802,203,2022-09-15,September,2022,285,Paid
30803,180,2024-01-03,January,2024,721,Paid
30804,297,2023-07-05,July,2023,1870,Paid
30805,479,2022-09-05,September,2022,291,Paid
30806,464,2024-06-07,June,2024,1002,Paid
30807,271,2022-10-15,October,2022,351,Paid
30808,389,2022-09-11,September,2022,1645,Paid
30809,15,2023-09-20,September,2023,552,Paid
30810,1,2023-12-10,December,2023,1077,Failed
30811,271,2022-08-02,August,2022,806,Paid
30812,484,2022-04-02,April,2022,1796,Delayed
30813,444,2023-06-28,June,2023,1181,Paid
30814,48,2023-08-28,August,2023,1115,Paid
30815,182,2022-08-20,August,2022,1113,Paid
30816,487,2023-10-05,October,2023,607,Paid
30817,183,2024-04-09,April,2024,1309,Paid
30818,328,2024-01-05,January,2024,409,Delayed
30819,373,2022-01-13,January,2022,581,Paid
30820,214,2024-04-17,April,2024,1817,Paid
30821,27,2023-06-17,June,2023,1961,Paid
30822,226,2023-03-21,March,2023,1746,Paid
30823,158,2023-05-18,May,2023,1069,Delayed
30824,460,2023-06-10,June,2023,1375,Paid
30825,60,2024-05-06,May,2024,1227,Paid
30826,66,2024-04-18,April,2024,1298,Delayed
30827,174,2023-09-11,September,2023,609,Paid
30828,499,2023-02-10,February,2023,202,Paid
30829,52,2023-10-02,October,2023,1594,Paid
30830,486,2023-06-28,June,2023,1305,Paid
30831,470,2023-11-12,November,2023,1139,Paid
30832,243,2022-10-15,October,2022,629,Paid
30833,337,2023-03-02,March,2023,1694,Paid
30834,291,2023-03-12,March,2023,1584,Paid
30835,244,2022-03-22,March,2022,610,Delayed
30836,121,2023-05-03,May,2023,233,Paid
30837,42,2022-07-01,July,2022,1464,Failed
30838,184,2022-12-24,December,2022,1878,Paid
30839,45,2023-12-03,December,2023,1106,Delayed
30840,52,2022-09-12,September,2022,278,Paid
30841,151,2024-05-02,May,2024,273,Paid
30842,413,2024-03-21,March,2024,1009,Paid
30843,29,2024-06-17,June,2024,482,Paid
30844,57,2022-06-15,June,2022,925,Paid
30845,498,2023-04-10,April,2023,1980,Paid
30846,275,2022-09-13,September,2022,1460,Paid
30847,209,2023-02-27,February,2023,535,Paid
30848,8,2022-07-17,July,2022,1753,Paid
30849,434,2022-08-01,August,2022,784,Paid
30850,391,2023-07-11,July,2023,765,Paid
30851,247,2024-03-24,March,2024,281,Paid
30852,395,2024-06-01,June,2024,1898,Delayed
30853,195,2024-05-21,May,2024,516,Paid
30854,322,2023-06-09,June,2023,1073,Paid
30855,339,2022-02-21,February,2022,877,Paid
30856,412,2022-09-22,September,2022,1850,Paid
30857,440,2022-11-21,November,2022,1519,Delayed
30858,28,2023-07-09,July,2023,898,Paid
30859,345,2022-01-07,January,2022,1989,Delayed
30860,331,2024-01-12,January,2024,1564,Paid
30861,296,2022-02-13,February,2022,1032,Paid
30862,235,2022-06-21,June,2022,1153,Paid
30863,130,2022-04-12,April,2022,1646,Paid
30864,76,2024-01-05,January,2024,1185,Paid
30865,445,2023-08-03,August,2023,217,Paid
30866,233,2023-09-26,September,2023,1012,Paid
30867,230,2023-08-12,August,2023,202,Paid
30868,332,2024-03-22,March,2024,665,Paid
30869,370,2022-10-23,October,2022,388,Paid
30870,409,2022-07-24,July,2022,1503,Delayed
30871,485,2023-05-06,May,2023,261,Paid
30872,351,2022-11-14,November,2022,1212,Delayed
30873,310,2022-06-20,June,2022,1476,Paid
30874,401,2022-08-06,August,2022,1849,Paid
30875,432,2023-05-16,May,2023,1994,Paid
30876,396,2024-03-27,March,2024,1224,Delayed
30877,189,2022-07-12,July,2022,265,Paid
30878,478,2022-11-29,November,2022,1076,Paid
30879,2,2022-06-02,June,2022,1508,Paid
30880,336,2023-07-07,July,2023,330,Paid
30881,65,2022-01-23,January,2022,1270,Paid
30882,52,2023-11-29,November,2023,1777,Paid
30883,34,2022-08-04,August,2022,803,Failed
30884,301,2022-02-12,February,2022,1139,Paid
30885,240,2022-12-27,December,2022,1191,Paid
30886,129,2023-09-17,September,2023,1875,Paid
30887,243,2024-01-13,January,2024,1269,Paid
30888,356,2023-02-18,February,2023,1453,Delayed
30889,308,2023-02-22,February,2023,1958,Paid
30890,323,2023-09-14,September,2023,482,Paid
30891,98,2023-10-12,October,2023,747,Failed
30892,76,2023-09-09,September,2023,1250,Paid
30893,312,2022-11-12,November,2022,1633,Paid
30894,442,2024-06-15,June,2024,1695,Paid
30895,365,2023-10-14,October,2023,1892,Paid
30896,219,2023-03-06,March,2023,1100,Paid
30897,306,2024-02-06,February,2024,1444,Paid
30898,101,2023-05-14,May,2023,1598,Paid
30899,119,2022-12-15,December,2022,1231,Paid
30900,409,2022-03-16,March,2022,1100,Delayed
30901,140,2022-08-21,August,2022,1635,Paid
30902,371,2023-12-25,December,2023,1693,Paid
30903,225,2023-07-24,July,2023,1292,Paid
30904,255,2022-02-07,February,2022,540,Paid
30905,73,2022-09-19,September,2022,264,Delayed
30906,449,2023-03-22,March,2023,805,Failed
30907,312,2022-07-31,July,2022,1915,Paid
30908,306,2023-04-03,April,2023,1292,Paid
30909,471,2023-10-12,October,2023,944,Paid
30910,156,2022-10-09,October,2022,1483,Paid
30911,259,2023-07-24,July,2023,730,Delayed
30912,422,2024-02-24,February,2024,1618,Paid
30913,64,2023-07-19,July,2023,1580,Delayed
30914,310,2022-07-25,July,2022,556,Delayed
30915,36,2022-01-05,January,2022,1614,Paid
30916,248,2024-04-14,April,2024,574,Paid
30917,428,2023-09-11,September,2023,1408,Paid
30918,44,2022-08-31,August,2022,1527,Paid
30919,453,2022-05-28,May,2022,262,Paid
30920,119,2023-11-22,November,2023,376,Paid
30921,349,2023-11-17,November,2023,433,Paid
30922,181,2022-11-19,November,2022,1063,Paid
30923,397,2023-01-22,January,2023,960,Paid
30924,428,2023-01-28,January,2023,238,Delayed
30925,388,2023-10-13,October,2023,1509,Paid
30926,70,2023-11-18,November,2023,1481,Paid
30927,435,2024-02-04,February,2024,1689,Paid
30928,358,2022-09-07,September,2022,1462,Delayed
30929,454,2023-03-04,March,2023,1725,Paid
30930,267,2023-01-04,January,2023,1806,Paid
30931,219,2023-10-10,October,2023,1764,Paid
30932,438,2023-03-23,March,2023,549,Delayed
30933,366,2022-01-22,January,2022,739,Delayed
30934,190,2023-07-04,July,2023,1164,Delayed
30935,256,2023-06-23,June,2023,1534,Paid
30936,187,2022-10-09,October,2022,1160,Paid
30937,227,2022-10-06,October,2022,1821,Paid
30938,61,2022-04-30,April,2022,1330,Paid
30939,168,2022-09-10,September,2022,1029,Paid
30940,132,2024-05-20,May,2024,228,Paid
30941,155,2023-04-22,April,2023,507,Paid
30942,272,2022-03-06,March,2022,1708,Delayed
30943,210,2023-08-09,August,2023,244,Paid
30944,7,2022-10-30,October,2022,1581,Paid
30945,11,2022-11-13,November,2022,335,Paid
30946,200,2022-06-23,June,2022,973,Paid
30947,251,2024-06-18,June,2024,1797,Paid
30948,64,2023-02-19,February,2023,1653,Paid
30949,180,2022-09-17,September,2022,754,Paid
30950,128,2022-10-12,October,2022,1473,Paid
30951,262,2022-03-14,March,2022,631,Paid
30952,120,2022-03-20,March,2022,1045,Paid
30953,48,2022-02-13,February,2022,405,Paid
30954,69,2024-01-15,January,2024,644,Paid
30955,377,2022-01-03,January,2022,1281,Paid
30956,262,2023-03-19,March,2023,1428,Paid
30957,230,2022-03-20,March,2022,529,Paid
30958,252,2023-01-12,January,2023,794,Paid
30959,445,2023-11-24,November,2023,723,Paid
30960,450,2022-05-19,May,2022,947,Failed
30961,479,2024-03-25,March,2024,1380,Paid
30962,231,2022-01-07,January,2022,1326,Paid
30963,224,2024-06-01,June,2024,557,Paid
30964,457,2024-05-27,May,2024,1050,Paid
30965,207,2024-04-15,April,2024,1587,Delayed
30966,341,2023-12-26,December,2023,753,Paid
30967,366,2023-05-28,May,2023,1401,Paid
30968,437,2023-11-27,November,2023,556,Paid
30969,28,2024-02-02,February,2024,1486,Paid
30970,365,2023-12-28,December,2023,953,Paid
30971,219,2022-03-18,March,2022,747,Paid
30972,389,2022-02-12,February,2022,1575,Paid
30973,337,2022-06-06,June,2022,1586,Paid
30974,101,2023-06-14,June,2023,1472,Paid
30975,58,2024-05-04,May,2024,1342,Paid
30976,24,2022-08-08,August,2022,1414,Paid
30977,415,2023-08-08,August,2023,1005,Paid
30978,227,2022-07-09,July,2022,1284,Paid
30979,169,2024-05-24,May,2024,1432,Paid
30980,489,2022-09-19,September,2022,250,Paid
30981,246,2022-05-24,May,2022,1944,Paid
30982,324,2023-04-30,April,2023,511,Delayed
30983,212,2023-10-03,October,2023,1501,Paid
30984,363,2022-10-05,October,2022,586,Paid
30985,465,2024-03-24,March,2024,1424,Paid
30986,430,2023-12-03,December,2023,337,Paid
30987,266,2023-10-25,October,2023,217,Delayed
30988,421,2022-11-03,November,2022,519,Failed
30989,405,2024-06-14,June,2024,293,Delayed
30990,21,2023-08-30,August,2023,328,Delayed
30991,124,2023-07-04,July,2023,1327,Paid
30992,369,2022-06-05,June,2022,1143,Paid
30993,464,2022-10-27,October,2022,1419,Delayed
30994,97,2022-12-13,December,2022,458,Paid
30995,138,2023-02-27,February,2023,1185,Paid
30996,492,2023-03-02,March,2023,1261,Delayed
30997,338,2022-02-11,February,2022,1723,Paid
30998,353,2022-11-12,November,2022,1015,Paid
30999,93,2023-09-30,September,2023,1353,Paid
31000,95,2024-04-04,April,2024,352,Delayed
31001,24,2022-03-18,March,2022,751,Paid
31002,380,2022-04-06,April,2022,1543,Paid
31003,396,2022-09-20,September,2022,320,Failed
31004,404,2024-03-29,March,2024,1978,Paid
31005,454,2024-01-07,January,2024,955,Paid
31006,136,2023-09-15,September,2023,1366,Paid
31007,334,2024-01-20,January,2024,1408,Paid
31008,133,2022-07-24,July,2022,745,Paid
31009,54,2022-10-15,October,2022,1433,Paid
31010,292,2022-09-20,September,2022,598,Paid
31011,112,2023-08-11,August,2023,1255,Paid
31012,422,2023-10-17,October,2023,1381,Paid
31013,131,2022-11-11,November,2022,604,Paid
31014,420,2023-01-04,January,2023,562,Paid
31015,278,2023-08-20,August,2023,1178,Paid
31016,264,2022-09-09,September,2022,1926,Paid
31017,445,2022-11-29,November,2022,361,Paid
31018,382,2024-01-14,January,2024,962,Paid
31019,78,2023-03-02,March,2023,749,Paid
31020,263,2022-10-22,October,2022,329,Paid
31021,68,2024-04-10,April,2024,1318,Paid
31022,62,2023-10-04,October,2023,851,Paid
